Component,Origin,Class,Subclass,Group,Subgroup,Unit Type,Definition,Literature Cited,CMECS Version,Component Code,Unit Code,IRI (NCEI base URL + Term ID),Unit ID,Unit Status,Type of Change,Implementation Guidance,Notes
Substrate Component,Geologic Substrate,Fine Unconsolidated Mineral Substrate,Muddy Substrate,Mud,,CMECS Substrate Component: Substrate Group,Geologic Unconsolidated Mineral Substrate surface has no trace of Gravel and is 90% or more Mud (particles < 0.004 millimeters in diameter); the remainder (< 10%) is Sand (particles 0.0625 millimeters to < 2 millimeters in diameter).,,1.1.2,S,1.4.3.2,https://w3id.org/CMECS/CMECS_00000576,CMECS_00000576,Original Unit,Editorial Change (defintion re-worded)|Membership change|Attribute Change (revised unit code),"When classifying mixes of two different Gravel Subgroup particle sizes, use combinations of the Subgroup unit names with the overall dominant size first. Examples: Boulder-Cobble, Cobble-Boulder, Cobble-Granule, Pebble-Granule, Granule-Boulder.|Due to the importance of different particle sizes of Gravel as habitat for many organisms, Gravel subgroup particle sizes (Boulder, Cobble, Pebble, Granule) must be identified whenever particle sizes are known or can be estimated within any mix and at any level of classification. Examples: Gravel Mixes -> Pebble Mixes, Muddy Sandy Gravel -> Muddy Sandy Cobble, Gravelly Sand -> Bouldery Sand|When classifying Mixes, or when there is a need to identify specific particle sizes beyond the Subgroup definitions, the Subgroup terms for the Gravel Group (Boulder, Cobble, Pebble, Granule), Sand Group (Very Coarse Sand, Coarse Sand, Medium Sand, Fine, Sand, Very Fine Sand), and Mud Group (Silt, Silt-Clay, Clay) may optionally be substituted for the Group term. Examples: Muddy Sandy Gravel -> Silty Sandy Gravel, Slightly Gravelly Sandy Mud -> Slightly Gravelly Sandy Clay, Gravelly Muddy Sand -> Gravelly Muddy Coarse Sand, Slightly Gravelly Sand -> Slightly Gravelly Medium Sand.","The CMECS Coarse, Mixed, and Fine Unconsolidated Mineral Substrate Classes and subordinate units use Folk (1954) terminology to describe particle sizes of loose mineral substrates as shown in the ternary diagram in Figure 7.2 . Units with bracketed letters, e.g., [G], [(g)sM], correspond to the labeled polygons in Figure 7.2, using conventions from Folk (1954)."
Substrate Component,Geologic Substrate,Fine Unconsolidated Mineral Substrate,Muddy Substrate,Mud,Silt,CMECS Substrate Component: Substrate Subgroup,Geologic Unconsolidated Mineral Substrate surface has no trace of Gravel and is < 10% Sand (particles 0.0625 millimeters to 2 millimeters in diameter); the remaining Silt-Clay mix is 67% or more Silt (particles 0.0040 millimeters to < 0.0625 millimeters in diameter).,,1.1.2,S,1.4.3.2.1,https://w3id.org/CMECS/CMECS_00000755,CMECS_00000755,Original Unit,Editorial Change (defintion re-worded)|Attribute Change (revised unit code),"When classifying mixes of two different Gravel Subgroup particle sizes, use combinations of the Subgroup unit names with the overall dominant size first. Examples: Boulder-Cobble, Cobble-Boulder, Cobble-Granule, Pebble-Granule, Granule-Boulder.|Due to the importance of different particle sizes of Gravel as habitat for many organisms, Gravel subgroup particle sizes (Boulder, Cobble, Pebble, Granule) must be identified whenever particle sizes are known or can be estimated within any mix and at any level of classification. Examples: Gravel Mixes -> Pebble Mixes, Muddy Sandy Gravel -> Muddy Sandy Cobble, Gravelly Sand -> Bouldery Sand|When classifying Mixes, or when there is a need to identify specific particle sizes beyond the Subgroup definitions, the Subgroup terms for the Gravel Group (Boulder, Cobble, Pebble, Granule), Sand Group (Very Coarse Sand, Coarse Sand, Medium Sand, Fine, Sand, Very Fine Sand), and Mud Group (Silt, Silt-Clay, Clay) may optionally be substituted for the Group term. Examples: Muddy Sandy Gravel -> Silty Sandy Gravel, Slightly Gravelly Sandy Mud -> Slightly Gravelly Sandy Clay, Gravelly Muddy Sand -> Gravelly Muddy Coarse Sand, Slightly Gravelly Sand -> Slightly Gravelly Medium Sand.","The CMECS Coarse, Mixed, and Fine Unconsolidated Mineral Substrate Classes and subordinate units use Folk (1954) terminology to describe particle sizes of loose mineral substrates as shown in the ternary diagram in Figure 7.2 . Units with bracketed letters, e.g., [G], [(g)sM], correspond to the labeled polygons in Figure 7.2, using conventions from Folk (1954)."
Substrate Component,Geologic Substrate,Fine Unconsolidated Mineral Substrate,Muddy Substrate,Mud,Silt-Clay,CMECS Substrate Component: Substrate Subgroup,Geologic Unconsolidated Mineral Substrate surface has no trace of Gravel and is < 10% Sand (particles 0.0625 millimeters to 2 millimeters in diameter); the remaining Silt-Clay mix is < 33% to 67% Silt (particles 0.0040 millimeters to < 0.0625 millimeters in diameter).,,1.1.2,S,1.4.3.2.2,https://w3id.org/CMECS/CMECS_00000756,CMECS_00000756,Original Unit,Editorial Change (defintion re-worded)|Attribute Change (revised unit code),"When classifying mixes of two different Gravel Subgroup particle sizes, use combinations of the Subgroup unit names with the overall dominant size first. Examples: Boulder-Cobble, Cobble-Boulder, Cobble-Granule, Pebble-Granule, Granule-Boulder.|Due to the importance of different particle sizes of Gravel as habitat for many organisms, Gravel subgroup particle sizes (Boulder, Cobble, Pebble, Granule) must be identified whenever particle sizes are known or can be estimated within any mix and at any level of classification. Examples: Gravel Mixes -> Pebble Mixes, Muddy Sandy Gravel -> Muddy Sandy Cobble, Gravelly Sand -> Bouldery Sand|When classifying Mixes, or when there is a need to identify specific particle sizes beyond the Subgroup definitions, the Subgroup terms for the Gravel Group (Boulder, Cobble, Pebble, Granule), Sand Group (Very Coarse Sand, Coarse Sand, Medium Sand, Fine, Sand, Very Fine Sand), and Mud Group (Silt, Silt-Clay, Clay) may optionally be substituted for the Group term. Examples: Muddy Sandy Gravel -> Silty Sandy Gravel, Slightly Gravelly Sandy Mud -> Slightly Gravelly Sandy Clay, Gravelly Muddy Sand -> Gravelly Muddy Coarse Sand, Slightly Gravelly Sand -> Slightly Gravelly Medium Sand.","The CMECS Coarse, Mixed, and Fine Unconsolidated Mineral Substrate Classes and subordinate units use Folk (1954) terminology to describe particle sizes of loose mineral substrates as shown in the ternary diagram in Figure 7.2 . Units with bracketed letters, e.g., [G], [(g)sM], correspond to the labeled polygons in Figure 7.2, using conventions from Folk (1954)."
Substrate Component,Geologic Substrate,Fine Unconsolidated Mineral Substrate,Muddy Substrate,Mud,Clay,CMECS Substrate Component: Substrate Subgroup,Geologic Unconsolidated Mineral Substrate surface has no trace of Gravel and is < 10% Sand (particles 0.0625 millimeters to 2 millimeters in diameter); the remaining Clay-Silt mix is 67% or more Clay (particles < 0.004 millimeters in diameter).,,1.1.2,S,1.4.3.2.3,https://w3id.org/CMECS/CMECS_00000160,CMECS_00000160,Original Unit,Editorial Change (defintion re-worded)|Attribute Change (revised unit code),"When classifying mixes of two different Gravel Subgroup particle sizes, use combinations of the Subgroup unit names with the overall dominant size first. Examples: Boulder-Cobble, Cobble-Boulder, Cobble-Granule, Pebble-Granule, Granule-Boulder.|Due to the importance of different particle sizes of Gravel as habitat for many organisms, Gravel subgroup particle sizes (Boulder, Cobble, Pebble, Granule) must be identified whenever particle sizes are known or can be estimated within any mix and at any level of classification. Examples: Gravel Mixes -> Pebble Mixes, Muddy Sandy Gravel -> Muddy Sandy Cobble, Gravelly Sand -> Bouldery Sand|When classifying Mixes, or when there is a need to identify specific particle sizes beyond the Subgroup definitions, the Subgroup terms for the Gravel Group (Boulder, Cobble, Pebble, Granule), Sand Group (Very Coarse Sand, Coarse Sand, Medium Sand, Fine, Sand, Very Fine Sand), and Mud Group (Silt, Silt-Clay, Clay) may optionally be substituted for the Group term. Examples: Muddy Sandy Gravel -> Silty Sandy Gravel, Slightly Gravelly Sandy Mud -> Slightly Gravelly Sandy Clay, Gravelly Muddy Sand -> Gravelly Muddy Coarse Sand, Slightly Gravelly Sand -> Slightly Gravelly Medium Sand.","The CMECS Coarse, Mixed, and Fine Unconsolidated Mineral Substrate Classes and subordinate units use Folk (1954) terminology to describe particle sizes of loose mineral substrates as shown in the ternary diagram in Figure 7.2 . Units with bracketed letters, e.g., [G], [(g)sM], correspond to the labeled polygons in Figure 7.2, using conventions from Folk (1954)."
Substrate Component,Biogenic Substrate,,,,,CMECS Substrate Component: Origin,"Benthic substrates where sufficient evidence shows that Biogenic Substrate exceeds (is dominant over) that of both Geologic and Anthropogenic Substrates, when all are considered separately. Biogenic substrates are the non-living material that supports, interperses, or overlays the living biota described in the Biotic Component (see Section 7.2), and is either generated by living biota, such as shells and tests; or are non-living remnants of living biota such as skeletons, dead wood, and detritus. ","Wentworth, C. K. 1922. “A Scale of Grade and Class Terms for Clastic Sediments.” The Journal of Geology 30: 377–392",1.1.2,S,2,https://w3id.org/CMECS/CMECS_00000101,CMECS_00000101,Original Unit,Editorial Change (defintion re-worded),"Substrate Origin describes the genesis of the substrate, not the process by which it is emplaced. If the Substrate Origin cannot be definitively determined, the analyst may opt to use “Indeterminate” in place of Origin type and use the Geologic Origin units for further classification.|See Also: Implementation Guidance for All Substrate Component Units","Biogenic substrates are classified at the Class level by the level of consolidation, and at the Subclass and Group levels by particle size and biological source of the material. Subgroup units provide further descriptive detail where possible. Particle size bins at the Biogenic Substrate Class, Subclass, and Group levels correspond to the Geologic Substrate units as follows: 
- Class: Consolidated Biogenic Substrate is equivalent to the Geologic Substrate Class: Consolidated Mineral Substrate (greater than or equal to 4,096 millimeters in any dimension)
- Subclass: Biogenic Rubble is equivalent to the Geologic Substrate Group: Very Coarse Gravel (64 millimeters to < 4,096 millimeters in diameter)
- Subclass: Biogenic Hash is equivalent to the Geologic Substrate Group: Moderately Coarse Gravel (2 millimeters to < 64 millimeters in diameter)
- Subclass: Biogenic Sand is equivalent to the Geologic Origin Group: Sand (0.0625 millimeters to < 2 millimeters in diameter)
- Group: Organic Mud is equivalent to the Geologic Origin Group: Mud (< 0.0625 millimeters in diameter)
The particle sizes for these units are derived from Wentworth (1922), and they can be broken-down into Wentworth grain size classes for greater precision, if desired."
Substrate Component,Biogenic Substrate,Consolidated Biogenic Substrate,,,,CMECS Substrate Component: Class,"Non-living, consolidated material formed by living biota that are greater than or equal to 4.0 meters (4,096 millimeters, equivalent to the Geologic Substrate Class: Consolidated Mineral Substrate) in any dimension and cover 50% or greater of the Biogenic Substrate surface. Examples include mounds, ridges, or pavements composed of calcium carbonate reef material generated by corals, cemented aggregations of shells and worm tubes, and very large woody particles.",,1.1.2,S,2.7,https://w3id.org/CMECS/CMECS_00001652,CMECS_00001652,Original Unit,Addition,See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Consolidated Biogenic Substrate,Reef Substrate,,,CMECS Substrate Component: Substrate Subclass,"Consolidated Biogenic Substrate area that is greater than or equal to 4.0 meters (4,096 millimeters, equivalent to the Geologic Substrate Class: Consolidated Mineral Substrate) in any dimension, that covers 50% or greater of the Biogenic Substrate surface, and is formed by living, reef-building biota such as scleratinian corals, molluscs, and worms.",,1.1.2,S,2.7.1,https://w3id.org/CMECS/CMECS_00001643,CMECS_00001643,Original Unit,Addition,See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Consolidated Biogenic Substrate,Reef Substrate,Algal Reef Substrate ,,CMECS Substrate Component: Substrate Group,"Consolidated Biogenic Substrate area that is greater than or equal to 4.0 meters (4,096 millimeters, equivalent to the Geologic Substrate Class: Consolidated Mineral Substrate) in any dimension, that covers 50% or greater of the Biogenic Substrate surface, and is composed of crustose or coralline alage.",,1.1.2,S,2.7.1.1,https://w3id.org/CMECS/CMECS_00001642,CMECS_00001642,Original Unit,Addition,See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Consolidated Biogenic Substrate,Reef Substrate,Algal Reef Substrate ,Rhodolith Reef Substrate,CMECS Substrate Component: Substrate Subgroup,"Consolidated Biogenic Substrate area that is greater than or equal to 4.0 meters (4,096 millimeters, equivalent to the Geologic Substrate Class: Consolidated Mineral Substrate) in any dimension, that covers 50% or greater of the Biogenic Substrate surface, and is dominated by rhodoliths.",,1.1.2,S,2.7.1.1.1,https://w3id.org/CMECS/CMECS_00001644,CMECS_00001644,Original Unit,Addition,See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Consolidated Biogenic Substrate,Reef Substrate,Coral Reef Substrate,,CMECS Substrate Component: Substrate Group,"Consolidated Biogenic Substrate area that is greater than or equal to 4.0 meters (4,096 millimeters, equivalent to the Geologic Substrate Class: Consolidated Mineral Substrate) in any dimension, that covers 50% or greater of the Biogenic Substrate surface, and is dominated by non-living coral reefs.",,1.1.2,S,2.7.1.2,https://w3id.org/CMECS/CMECS_00000198,CMECS_00000198,Derived Unit,Change in level down|Membership change|Editorial Change (defintion re-worded)|Attribute Change (Unit Type)|Attribute Change (revised unit code),See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Consolidated Biogenic Substrate,Reef Substrate,Shell Reef Substrate,,CMECS Substrate Component: Substrate Group,"Consolidated Biogenic Substrate area that is greater than or equal to 4.0 meters (4,096 millimeters, equivalent to the Geologic Substrate Class: Consolidated Mineral Substrate) in any dimension, that covers 50% or greater of the Biogenic Substrate surface, and is dominated by non-living cemented, conglomerated, or otherwise self-adhered shell reefs.",,1.1.2,S,2.7.1.3,https://w3id.org/CMECS/CMECS_00000745,CMECS_00000745,Derived Unit,Change in level down|Membership change|Editorial Change (defintion re-worded)|Attribute Change (Unit Type)|Attribute Change (revised unit code),See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Consolidated Biogenic Substrate,Reef Substrate,Shell Reef Substrate,<Coquina> Reef Substrate,CMECS Substrate Component: Substrate Subgroup,"Consolidated Biogenic Substrate area that is greater than or equal to 4.0 meters (4,096 millimeters, equivalent to the Geologic Substrate Class: Consolidated Mineral Substrate) in any dimension, that covers 50% or greater of the Biogenic Substrate surface, and is dominated by Shell Reef primarily composed of cemented or conglomerated <Coquina> shells.",,1.1.2,S,2.7.1.3.1,https://w3id.org/CMECS/CMECS_00001022,CMECS_00001022,Original Unit,Name change|Membership Change|Editorial Changes: defintion re-worded|Attribute Change (revised unit code),See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Consolidated Biogenic Substrate,Reef Substrate,Shell Reef Substrate,<Crepidula> Reef Substrate,CMECS Substrate Component: Substrate Subgroup,"Consolidated Biogenic Substrate area that is greater than or equal to 4.0 meters (4,096 millimeters, equivalent to the Geologic Substrate Class: Consolidated Mineral Substrate) in any dimension, that covers 50% or greater of the Biogenic Substrate surface, and is dominated by Shell Reef primarily composed of conglomerated <Crepidula> shells. While <Crepidula> are slowly mobile and do not cement their shells, the gregarious settlement of their larvae on conspecifics (Zhao and Qian 2002) can lead to very dense accumulations with a flat, reef-like texture as live shells build over dead shells.","Zhao, B. and P-Y. Qian. 2002. “Larval Settlement and Metamorphosis in the Slipper Limpet Crepidula onyx (Sowerby) in Response to Conspecific Cues and the Cues from Biofilm.” Journal of Experimental Marine Biology and Ecology 269: 39–5.",1.1.2,S,2.7.1.3.2,https://w3id.org/CMECS/CMECS_00001032,CMECS_00001032,Derived Unit,Change in Level Down|Editorial Change (defintion re-worded)|Attribute Change (Unit Type)|Attribute Change (revised unit code),See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Consolidated Biogenic Substrate,Reef Substrate,Shell Reef Substrate,Mussel Reef Substrate,CMECS Substrate Component: Substrate Subgroup,"Consolidated Biogenic Substrate area that is greater than or equal to 4.0 meters (4,096 millimeters, equivalent to the Geologic Substrate Class: Consolidated Mineral Substrate) in any dimension, that covers 50% or greater of the Biogenic Substrate surface, and is dominated by Shell Reef primarily composed of self-adhered or conglomerated mussel shells.",,1.1.2,S,2.7.1.3.3,https://w3id.org/CMECS/CMECS_00000584,CMECS_00000584,Derived Unit,Change in level down|Editorial Change (defintion re-worded)|Attribute Change (Unit Type)|Attribute Change (revised unit code),See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Consolidated Biogenic Substrate,Reef Substrate,Shell Reef Substrate,Oyster Reef Substrate,CMECS Substrate Component: Substrate Subgroup,"Consolidated Biogenic Substrate area that is greater than or equal to 4.0 meters (4,096 millimeters, equivalent to the Geologic Substrate Class: Consolidated Mineral Substrate) in any dimension, that covers 50% or greater of the Biogenic Substrate surface, and is dominated by Shell Reef primarily composed of cemented or conglomerated oyster shells that form a stable substrate surface.",,1.1.2,S,2.7.1.3.4,https://w3id.org/CMECS/CMECS_00000620,CMECS_00000620, Derived Unit,Change in level down|Editorial Change (defintion re-worded)|Attribute Change (Unit Type)|Attribute Change (revised unit code),See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Consolidated Biogenic Substrate,Reef Substrate,Worm Reef Substrate,,CMECS Substrate Component: Substrate Group,"Consolidated Biogenic Substrate area that is greater than or equal to 4.0 meters (4,096 millimeters, equivalent to the Geologic Substrate Class: Consolidated Mineral Substrate) in any dimension, that covers 50% or greater of the Biogenic Substrate surface, and is dominated by cemented or conglomerated calcareous or sandy tubes of polychaetes or other worm-like fauna.",,1.1.2,S,2.7.1.4,https://w3id.org/CMECS/CMECS_00001681,CMECS_00001681,Original Unit,Addition,See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Consolidated Biogenic Substrate,Reef Substrate,Worm Reef Substrate,Sabellariid Reef Substrate,CMECS Substrate Component: Substrate Subgroup,"Consolidated Biogenic Substrate area that is greater than or equal to 4.0 meters (4,096 millimeters, equivalent to the Geologic Substrate Class: Consolidated Mineral Substrate) in any dimension, that covers 50% or greater of the Biogenic Substrate surface, and is dominated by Worm Reef primarily composed of cemented mineral-based or shell-based sabellariid worm tubes.",,1.1.2,S,2.7.1.4.1,https://w3id.org/CMECS/CMECS_00000690,CMECS_00000690,Derived Unit,Change in level down|Membership change|Editorial Change (defintion re-worded)|Attribute Change (Unit Type)|Attribute Change (revised unit code),See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Consolidated Biogenic Substrate,Reef Substrate,Worm Reef Substrate,Serpulid Reef Substrate,CMECS Substrate Component: Substrate Subgroup,"Consolidated Biogenic Substrate area that is greater than or equal to 4.0 meters (4,096 millimeters, equivalent to the Geologic Substrate Class: Consolidated Mineral Substrate) in any dimension, that covers 50% or greater of the Biogenic Substrate surface, and is dominated by Worm Reef that is primarily composed of cemented or conglomerated calcareous serpulid  worm tubes.",,1.1.2,S,2.7.1.4.2,https://w3id.org/CMECS/CMECS_00000732,CMECS_00000732,Derived Unit,Change in level down|Membership change|Editorial Change (defintion re-worded)|Attribute Change (Unit Type)|Attribute Change (revised unit code),See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Consolidated Biogenic Substrate,Biogenic Pavement,,,CMECS Substrate Component: Substrate Subclass,"Consolidated Biogenic Substrate that is a relatively flat, continuous area of solid substrate greater than or equal to 4.0 meters (4,096 millimeters, equivalent to the Geologic Substrate Class: Consolidated Mineral Substrate) in any dimension, that covers 50% or greater of the Biogenic Substrate surface, and is composed of low-relief carbonate deposits formed by the cemented, remnant skeletons and tests of living biota.",,1.1.2,S,2.7.2,https://w3id.org/CMECS/CMECS_00001640,CMECS_00001640,Original Unit,Addition,See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Consolidated Biogenic Substrate,Biogenic Pavement,Coralline Pavement,,CMECS Substrate Component: Substrate Group,"Consolidated Biogenic Substrate that is a relatively flat, continuous area of solid substrate greater than or equal to 4.0 meters (4,096 millimeters, equivalent to the Geologic Substrate Class: Consolidated Mineral Substrate) in any dimension, that covers 50% or greater of the Biogenic Substrate surface, and is composed of carbonate deposits formed by the cemented, remnant skeletons of corals. ",,1.1.2,S,2.7.2.1,https://w3id.org/CMECS/CMECS_00001641,CMECS_00001641,Original Unit,Addition,See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Consolidated Biogenic Substrate,Very Large Wood,,,CMECS Substrate Component: Substrate Subclass,"Consolidated Biogenic Substrate that is greater than or equal to 4.0 meters (4,096 millimeters, equivalent to the Geologic Substrate Class: Consolidated Mineral Substrate) in any dimension, and is composed of non-living, very large wood fragments that cover 50% or greater of the Biogenic Substrate surface. These include rooted, partially buried and sunken intact non-living woody plant structures, such as remnant trunks, branches, roots and root networks.",,1.1.2,S,2.7.3,https://w3id.org/CMECS/CMECS_00001650,CMECS_00001650,Original Unit,Addition,See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Consolidated Biogenic Substrate,Very Large Wood,Very Large Trunk or Root,,CMECS Substrate Component: Substrate Group,"Consolidated Biogenic Substrate that is greater than or equal to 4.0 meters (4,096 millimeters, equivalent to the Geologic Substrate Class: Consolidated Mineral Substrate) in any dimension, that covers 50% or greater of the Biogenic Substrate surface, and is composed of non-living trees, trunks, branches, roots or root structures.",,1.1.2,S,2.7.3.1,https://w3id.org/CMECS/CMECS_00001649,CMECS_00001649,Original Unit,Addition,See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Consolidated Biogenic Substrate,Very Large Wood,Very Large Trunk or Root,Tree,CMECS Substrate Component: Substrate Subgroup,"Consolidated Biogenic Substrate that is greater than or equal to 4.0 meters (4,096 millimeters, equivalent to the Geologic Substrate Class: Consolidated Mineral Substrate) in any dimension,  that cover 50% or greater of the Biogenic Substrate surface, and is composed of non-living trees. ",,1.1.2,S,2.7.3.1.1,https://w3id.org/CMECS/CMECS_00001646,CMECS_00001646,Original Unit,Addition,See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Consolidated Biogenic Substrate,Very Large Wood,Very Large Trunk or Root,Very Large Root or Root Network,CMECS Substrate Component: Substrate Subgroup,"Consolidated Biogenic Substrate that is greater than or equal to 4.0 meters (4,096 millimeters, equivalent to the Geologic Substrate Class: Consolidated Mineral Substrate) in any dimension, that covers 50% or greater of the Biogenic Substrate surface, and is composed of non-living, very large roots, root balls, or root networks. ",,1.1.2,S,2.7.3.1.2,https://w3id.org/CMECS/CMECS_00001647,CMECS_00001647,Original Unit,Addition,See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Consolidated Biogenic Substrate,Very Large Wood,Very Large Trunk or Root,Very Large Trunk or Branch,CMECS Substrate Component: Substrate Subgroup,"Consolidated Biogenic Substrate that is greater than or equal to 4.0 meters (4,096 millimeters, equivalent to the Geologic Substrate Class: Consolidated Mineral Substrate) in any dimension, that covers 50% or greater of the Biogenic Substrate surface, and is composed of non-living, very large branches. ",,1.1.2,S,2.7.3.1.3,https://w3id.org/CMECS/CMECS_00001648,CMECS_00001648,Original Unit,Addition,See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Consolidated Biogenic Substrate,Very Large Wood,Very Large Trunk or Root,Very Large Wood Fragment,CMECS Substrate Component: Substrate Subgroup,"Consolidated Biogenic Substrate that is greater than or equal to 4.0 meters (4,096 millimeters, equivalent to the Geologic Substrate Class: Consolidated Mineral Substrate) in any dimension, that covers 50% or greater of the Biogenic Substrate surface, and is composed of non-living, very large wood fragments. ",,1.1.2,S,2.7.3.1.4,https://w3id.org/CMECS/CMECS_00001651,CMECS_00001651,Original Unit,Addition,See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Coarse Unconsolidated Biogenic Substrate,,,,CMECS Substrate Component: Class,"Biogenic Unconsolidated Substrate that is dominated by Biogenic Rubble particles (64 millimeters to < 4,096 millimeters, equivalent to Geologic Origin Subgroups: Cobble and Boulder) that cover 50% or greater of the Biogenic Substrate surface. Particles may be either loose whole or broken non-living biogenic fragments or, particularly in the larger Rubble sizes, particles may be cemented, conglomerated, or otherwise attached so as to form consolidated material. The Coarse Unconsolidated Biogenic Substrate subclass includes rubble of various origins, as well as woody debris. ",,1.1.2,S,2.8,https://w3id.org/CMECS/CMECS_00001638,CMECS_00001638,Original Unit,Addition,See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Coarse Unconsolidated Biogenic Substrate,Biogenic Rubble,,,CMECS Substrate Component: Substrate Subclass,"Unconsolidated Biogenic Substrate dominated by Biogenic Rubble particles (64 millimeters to < 4,096 millimeters, equivalent to Geologic Origin Subgroups: Cobble and Boulder) that cover 50% or greater of the Biogenic Substrate surface. Particles may be either loose whole or broken non-living biogenic fragments or, particularly in the larger Rubble sizes, fragments may be cemented, conglomerated, or otherwise attached so as to form Boulders of consolidated material.",,1.1.2,S,2.8.1,https://w3id.org/CMECS/CMECS_00001636,CMECS_00001636,Original Unit,Addition,See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Coarse Unconsolidated Biogenic Substrate,Biogenic Rubble,Algal Rubble ,,CMECS Substrate Component: Substrate Group,"Biogenic Rubble particles (64 millimeters to < 4,096 millimeters, equivalent to Geologic Origin Subgroups: Cobble and Boulder) that cover 50% or greater of the Biogenic Substrate surface and are primarily composed of non-living calcareous algae.",,1.1.2,S,2.8.1.1,https://w3id.org/CMECS/CMECS_00001635,CMECS_00001635,Original Unit,Addition,See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Coarse Unconsolidated Biogenic Substrate,Biogenic Rubble,Algal Rubble ,Rhodolith Rubble,CMECS Substrate Component: Substrate Subgroup,"Biogenic Rubble particles (64 millimeters to < 4,096 millimeters, equivalent to Geologic Origin Subgroups: Cobble and Boulder) that cover 50% or greater of the Biogenic Substrate surface and are primarily composed of non-living Rhodolith fragments.",,1.1.2,S,2.8.1.1.1,https://w3id.org/CMECS/CMECS_00000674,CMECS_00000674,Derived Unit,Change in level down|Membership change|Editorial Change (defintion re-worded)|Attribute Change (Unit Type)|Attribute Change (revised unit code),See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Coarse Unconsolidated Biogenic Substrate,Biogenic Rubble,Coral Rubble ,,CMECS Substrate Component: Substrate Group,"Biogenic Rubble particles (64 millimeters to < 4,096 millimeters, equivalent to Geologic Origin Subgroups: Cobble and Boulder) that cover 50% or greater of the Biogenic Substrate surface and are primarily composed of non-living coral fragments. ",,1.1.2,S,2.8.1.2,https://w3id.org/CMECS/CMECS_00000200,CMECS_00000200,Derived Unit,Change in level down|Membership change|Editorial Change (defintion re-worded)|Attribute Change (Unit Type)|Attribute Change (revised unit code),See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Coarse Unconsolidated Biogenic Substrate,Biogenic Rubble,Shell Rubble,,CMECS Substrate Component: Substrate Group,"Biogenic Rubble particles (64 millimeters to < 4,096 millimeters, equivalent to Geologic Origin Subgroups: Cobble and Boulder) that cover 50% or greater of the Biogenic Substrate surface and are primarily composed of non-living shells. Most (but not all) shell-builders are mollusks.",,1.1.2,S,2.8.1.3,https://w3id.org/CMECS/CMECS_00000746,CMECS_00000746,Derived Unit,Change in level down|Membership change|Editorial Change (defintion re-worded)|Attribute Change (Unit Type)|Attribute Change (revised unit code),See: Implementation Guidance for All Substrate Component Units,
Substrate Component,Biogenic Substrate,Coarse Unconsolidated Biogenic Substrate,Biogenic Rubble,Shell Rubble,<Coquina> Rubble,CMECS Substrate Component: Substrate Subgroup,"Biogenic Rubble particles (64 millimeters to < 4,096 millimeters, equivalent to Geologic Origin Subgroups: Cobble and Boulder) that cover 50% or greater of the Biogenic Substrate surface and are primarily composed of cemented or conglomerated <Coquina> shells. Note that <Coquina> shells are described in a separate substrate subgroup due to their distinctive features and special significance in many areas.",,1.1.2,S,2.8.1.3.1,https://w3id.org/CMECS/CMECS_00001023,CMECS_00001023,Original Unit,Membership change|Editorial Change (defintion re-worded)|Attribute Change (revised unit code),See: Implementation Guidance for All Substrate Component Units,
