Component_Abbrev,Level_Name,d_Level_id,Unit_Name,Unit_ID,Definition
BC,Biotic Group,6,Hydroid Bed,531,"Areas dominated by hydroid species that are not attached to a hard substrate. These animals may be resting on the sediment surface or may be partially embedded in the sediment. Hydroids are the benthic life stage of planktonic jellyfish medusae, and most are predators on small life forms. Hydroids are colonies of individual polyps usually arranged in a branching or bushy pattern. The polyps are specialized for various roles, and defensive/prey capture polyps are armed with nematocysts (stinging capsules in specialized cells). Hydroids may form large mounds or mats in some soft sediment areas."
BC,Biotic Subclass,5,Inferred Fauna,427,"Areas dominated by evidence (real or inferred) of faunal activity, but where the fauna themselves are not currently present or evident, given the sampling methodology."
BC,Biotic Group,6,Jellyfish Aggregation,450,"Water parcels in which jellyfish (free-swimming Medusozoan life-history stages) aggregate and are the dominant form of zooplankton. Most jellyfish are predators, and many have venomous nematocysts (stinging capsules in specialized cells)."
BC,Biotic Group,6,Krill Aggregation,441,"Water parcels in which shrimp-like krill constitute the dominant form of zooplankton. Most krill species are filter feeders, with a preference for diatoms. Biomass per square meter can be very high in krill aggregations, and they are a critical food source for many large consumers."
BC,Biotic Group,6,Larger Deep-Burrowing Fauna,521,"Assemblages dominated by the presence—or evidence—of larger, deep-burrowing, soft-bodied, generally worm-like infauna. Characteristic taxa include larger (body width > 2 millimeters) annelids (segmented worms), enteropneusts (acorn worms), sipunculids (peanut worms), priapulids (phallus worms), nemerteans (ribbon worms), echiuroids (spoon worms), and/or other worm-like fauna, typically living > 5 centimeters below the sediment-water interface. Diverse mixes of fauna are common, and biotic communities may or may not be identifiable with an abundant or distinctive dominant taxon. Large fecal casts, mounds, burrows, feeding voids, etc., may be taken as evidence of deep-burrowing fauna. However, areas characterized by larger, tube-building worms (that construct a significant tube structure rising above the sediment-water interface, but may live with a body position below the sediment surface) are classified as Larger Tube-Building Fauna. Burrowing fauna with shells (e.g., clams and crustaceans) are covered below in other biotic groups."
BC,Biotic Group,6,Larger Tube-Building Fauna,538,"Soft sediment areas dominated by larger tube builders (tube width > 2 millimeters, or tube length > 30 millimeters), most commonly polychaetes, but including many other worm-like phyla (phoronids, sipunculids), crustaceans, and others. The tubes may be constructed in a variety of ways to produce calcareous, leathery, sandy, mucus-bound, chitinous, fibrous, papery, and other types of tubes. The animal itself may reside above or below the sediment surface, within the constructed tube. Some tube-building species (e.g., <i>Asabellides oculata</i>) may form extremely dense mounds of tubes that rise many centimeters above the seafloor. If colonization and growth of these fauna and their tubes results in the construction of substrate that is relatively stable, these faunal structures may be classified as Reef Biota."
BC,Biotic Group,6,Larval Worm Aggregation,460,"Water parcels in which larvae of various worm taxa aggregate and are the dominant form of zooplankton. Many worm larvae are difficult to identify. The initial larval stage of annelids (the rounded, ciliated trochophore stage) is very similar to the trochophore stage of larval mollusks. Annelid larvae will continue growth by adding segments, however, and become more worm-like."
BC,Biotic Group,6,Larval Worm Spawning Aggregation,459,"Water parcels in which gametes and larvae from various worm taxa are aggregated (often in very high abundance) after simultaneous spawning, and they are the dominant form of zooplankton. Epitokes may also be present. Epitokes are the detachable swimming gonad sections that form the posterior end of many species of polychaetes in their pre-breeding stage; these epitokes are released during spawning events, and appear as free-swimming worms."
BC,Biotic Group,6,Leathery/Leafy Algal Bed,562,"Areas dominated by leathery/leafy algae have a variety of specialized tissues (including thalli) that resemble stems and leaf-like blades. They generally maintain their shape when removed from water, and they often possess air bladders (pneumatocysts) and other flotation bodies."
BC,Biotic Group,6,Low and Intermediate Salt Marsh,571,"Salt marshes that are regularly flooded by tides so as to support characteristic halophytic vegetation (e.g., <i>Spartina alterniflora</i>). In locations with appropriate topography and tidal exchange, extensive meadows may form. Shrubs are less common in these areas. The list of biotic communities for this group is long: a few examples are provided below, and the complete list is available in Appendix F."
BC,Biotic Group,6,Marine Intertidal Lichen Zone,554,Zones dominated by patches of lichens that are regularly submerged by marine tides. This zone corresponds to the Littoral Zone described by Fletcher.
BC,Biotic Subclass,5,Marine Lichens,431,Marine tidal areas dominated by lichen species that form patches or visible patterns on the surface of the substrate. Marine Lichen Biotic Groups are based on a modification of Fletcher (1973).
BC,Biotic Group,6,Marine Supratidal Lichen Zone,555,"Zones dominated by patches of lichens in association with the supratidal zone (splash zone). These areas are rarely submerged, but are regularly wetted by splash and sea spray. These lichen zones are most often associated with rocky shores with abundant sea spray. This zone corresponds to the Supralittoral Zone described by Fletcher."
BC,Biotic Group,6,Massive Coral Reef,496,"Reefs dominated by massive corals (also known as boulder or mound corals) that are characteristically ball- or boulder-shaped and relatively slow growing. This group includes reefs dominated by submassive corals, which are similar to massive corals, but have a lumpier structure. Brain corals are an example of massive coral.<br/><br/>Massive and submassive corals are resistant to strong water currents, and are therefore commonly found in shallow and mid-depth waters. These forms are common on back-reef slopes. See Figure 8.5 for an example of the massive coral growth form."
BC,Biotic Subclass,5,Mat/Film Forming Microbes,429,"Areas dominated by microbes that form soft structures, generally through accumulations of conspecifics and other microbes into a matrix that appears as strands, a thin film, or a thicker mat."
BC,Biotic Group,6,Mesh/Bubble Algal Bed,563,"Areas dominated by mesh or bubble algae that form small, generally spherical masses attached to the benthos. They may develop lobes as they grow, but they do not further differentiate at the macro level. These masses may be hard or leathery, and they can sometimes be hollow. Bubble algae can be fast growing, quickly colonizing exposed reef surfaces, overtaking new coral growth, and deterring other animals from attaching there."
BC,Biotic Subclass,5,Microbial Aggregation,419,"Aggregations of microbes within the water column that have detectable, visible color. Microbial communities suspended in the water column can reach high concentrations and even be the dominant biota in an area, both numerically and in terms of biomass. Suspended free-floating microbes, as well as those adsorbed to suspended particulates are important in the marine food web. The concentration of bacterial communities has been linked to discoloration of the water column (Hansel and Francis 2006) via oxidation of molecular compounds in the water, such as manganese and iron."
BC,Biotic Class,4,Microbial Communities,392,"Areas dominated by colonies of microscopic or single-celled organisms that form a hard structure, visible film, layer, or mat on or near the surface of the substrate. Colonies may be composed of benthic microalgae (e.g., diatoms), photosynthetic bacteria (e.g., cyanobacteria), archaea, saprotrophic bacteria (e.g., decomposers or decay organisms), chemoautotrophic bacteria, or other microbial groups. These features may exist on or near the surface of the sediment either subtidally or subaerially (Figure 8.12), or they may exist as extensive areas of decay associated with dead organisms that have fallen to the seafloor (Figure 8.13).<br/><br/>Note: There may be high levels of biotic diversity within microbial mats. Microbial mats are often encountered in extreme environments where grazing pressure from multi-cellular organisms is reduced; for example, they can be observed in the high intertidal zone, in areas of low dissolved oxygen, and in deep-sea areas around thermal vents."
BC,Biotic Subclass,5,Microbial Foam,418,"Aggregations of microbes within the foam matrix that forms on the water's surface. Sea foam is the foam the lies on the sea surface, in the surf zone and at times on intertidal areas, created from dissolved organic compounds when air is forcefully injected into the water column (Harden and Williams 1989). Foam formation is aided by properties of lignans, proteins and carbohydrates that act as surfactants or foaming agents. The large area presented by the micro-bubbles composing seafoam is an ideal surface for concentration and adherence of microbial communities including bacteria, viruses and microscopic plankton. The characteristics of the air-water interface, and particularly of sea foam are unique compared to the bulk water column (Lion and Leckie 1981) and possess unique physical and chemical properties. The foams are well-oxygenated, sites of photolytic processes and tend to support high levels of aerobic metabolism with high organic processing rates. Surface foam is the site of intense trophic activity at the microbial level because of the concentration of microbial biomass, sugars, lipids and other growth compounds and thus represents an important part of the marine microbial food web. Concentration and transformation of trace metals, nutrient compounds, contaminants and pollutants also occurs in sea foam and can enter the food web via microbial pathways. The properties of the foam have also been identified as delivering growth-promoting nutrients and organic material to seagrass and kelp communities."
BC,Biotic Group,6,Microphytobenthos,548,"Areas dominated by a visible accumulation of benthic diatoms, cyanobacteria, unicellular algae, and other single-celled organisms. These may appear at the surface of the substrate in the form of either (a) a thin film or stain or (b) a thicker crust or ""felt."" These forms may occur on rock or unconsolidated substrates in subtidal, intertidal, or supratidal areas."
BC,Biotic Group,6,Mineral Boring Fauna,1208,"Areas where specialized fauna have bored into hard mineral substrate (rock, shell, carbonate reef, peat, compacted stiff clay) and constitute the dominant biological feature by percent cover or biomass. Several taxa (including sponges, sipunculids, clams, mussels, gastropods, annelids and others) have developed mechanisms for boring into rock, shell and other mineral substrates."
BC,Biotic Group,6,Mixed Crustacean Larvae,443,"Water parcels in which several forms of crustacean larvae are mixed, and together they constitute the dominant form of zooplankton. This biotic group is meant to be used for mixes where it is very difficult to identify a dominant Crustacean genus or species."
BC,Biotic Group,6,Mixed Echinoderm Larval Aggregation,446,Water parcels in which these larval forms aggregate and are the dominant form of zooplankton.
BC,Biotic Group,6,Mixed Shallow/Mesophotic Coral Reef,500,Areas where multiple coral growth forms are present and none are clearly dominant.
BC,Biotic Subclass,5,Mixed Zooplankton,461,Water parcels in which complex mixes of zooplankton are the perceived dominant feature.
BC,Biotic Group,6,Mixed Zooplankton Aggregation,462,"Water parcels in which several phyla exist, with no clear dominant taxon. Biotic Communities are described by listing abundant or potentially dominant taxa."
BC,Biotic Group,6,Mobile Crustaceans on Hard or Mixed Substrates,1213,"Areas where the epifaunal community is dominated by slow-moving crustaceans on hard or mixed substrates, often living on, between, or under rocks. Many of these animals feed on organic detritus, debris, or small fauna. This group is limited to the epifaunal crustacean taxa that are relatively non-motile (e.g., hermit crabs, xanthid crabs, grapsid crabs, mysids, palaemonids and other small shrimps, amphipods, isopods) and cannot move outside the boundaries of the classification unit within one day. This group does not include the larger, more mobile, usually predatory crustacean forms (e.g., swimming crabs, <i>Cancer</i> crabs, large spider crabs, penaied shrimps), which should be recorded as Associated Taxa with another Biotic Group (see Section 10.3.1)."
BC,Biotic Group,6,Mobile Crustaceans on Soft Sediments,526,"Areas where the epifaunal or surface community is dominated by slow-moving crustaceans. This group is limited to the relatively non-motile, epifaunal, crustacean taxa (e.g., hermit crabs, mole crabs, amphipods, mysids, isopods) and does not include the more mobile arthropod forms (e.g., swimming crabs, horseshoe crabs, penaied shrimps) which can leave the classified area in less than one day and are defined as Associated Taxa. Larger mobile crustacean forms that construct a semi-permanent home (lobsters, burrowing shrimps, etc.) are classified as Tunneling Megafauna. Small burrowing crustaceans with a body measuring < 2 mm in the smallest dimension are classified as Small Surface-Burrowing Fauna."
BC,Biotic Group,6,Mobile Mollusks on Hard or Mixed Substrates,1214,"Areas dominated by slow-moving mollusks, most commonly gastropods. In general, the forms that reach densities sufficient to be defined as a Biotic Group are detritivores or suspension feeders. Slow-moving predatory mollusks (e.g., whelks, drills, octopods) tend to be less abundant, and would more typically be classified in CMECS as Co-occurring Elements, together with another Biotic Group."
BC,Biotic Group,6,Mobile Mollusks on Soft Sediments,1222,"Areas dominated by epifaunal, slow-moving, generally detritivorous, herbivorous, or omnivorous gastropods, scaphopods, or other mollusks foraging at the surface of unconsolidated sediments. These animals may be partly buried in the substrate. Predatory mobile mollusks such as moon snails, octopods, or whelks are generally preying on another Biotic Group (e.g., Clam Bed) which (as the forage base) would normally constitute the dominant percent cover. In those cases, Mobile Mollusks would be described as a Co-occurring Element, e.g., ""Biotic Group: <i>Spisula</i> Bed with Co-occurring Element: <i>Polinices</i> Bed""."
BC,Biotic Subclass,5,Molluscan Holoplankton,404,Water parcels in which mollusk holoplankton are the perceived dominant feature. Certain molluscan taxa with reduced shells exist entirely in the plankton.
BC,Biotic Subclass,5,Molluscan Meroplankton,405,Water parcels in which molluscan larvae are the perceived dominant feature.
BC,Biotic Subclass,5,Mollusk Reef Biota,423,"Areas dominated by consolidated aggregations of living and dead mollusks, usually bivalves (e.g., oysters or mussels or giant clams) or gastropods (e.g., vermetids) attached to their conspecifics and sufficiently abundant to create substrate."
BC,Biotic Class,4,Moss and Lichen Communities,393,"Tidal areas dominated by submerged or emergent mosses or lichens. Communities dominated by mosses are limited to freshwater situations. Although some mosses have been reported in tidal salt marshes, they have not been reported as dominant (Garbary et al. 2008). Lichens, on the other hand, occur in both freshwater and marine environments in relatively recognizable zones based on, among other factors, the extent to which they are submerged or flooded (Hawksworth 2000; Fletcher 1973; Gilbert and Giavarini 1997). Lichens are generally recognized as a symbiotic association with a fungus and an alga (or cyanobacterium) living together and forming patches or a visible pattern on the surface of the substrate."
BC,Biotic Group,6,Mussel Bed,532,"Soft-sediment areas dominated by mussel species that are not attached to a hard substrate. These animals may be resting on the sediment surface, partially embedded in the sediment, or attached to conspecifics (by using their byssal threads), or to a piece of gravel in Slightly Gravelly Fine Sediments. Individuals in the Mussel Bed Group are not present in densities sufficient to construct substrate; in that case, they would be classified as Mussel Reef."
BC,Biotic Group,6,Mussel Reef,504,"Areas dominated by the ridge- or mound-like structures formed by the colonization and growth of mussels that are attached to a substrate of live and dead conspecifics. Mussels use byssal threads and a powerful glue to tether their shells to a substrate, and their reefs also provide valuable habitat and filtration."
BC,Biotic Group,6,Oligozoic Biota,543,"Zones that are devoid of macrofauna, larger fauna, and microbial mats, i.e., where no evidence of larger multicellular life can be detected when a sufficient area of the substrate is sampled to deliver sub-millimeter resolution, and where microbial communities are not visible to the naked eye. Interstitial meiofauna, however, may be present or inferred. It is inappropriate to identify this biotic group with sampling methods that are not capable of sub-millimeter resolution and cannot detect infauna that may reside below the surface in soft sediments. Sampling methods which can resolve this biotic group include retrieval of substrate followed by sieving with < 0.5 millimeter mesh size and stereoscopic examination, and sediment profile imaging with cameras that provide sub-millimeter resolution at the faceplate. This biotic group is found in areas of extremely high stress (e.g., anoxic zones, highly toxic areas, and high-energy pebble or cobble beaches) where conditions cannot support larger multicellular life. Oxic areas of subtidal mineral sands are generally sparsely colonized by multicellular organisms (e.g., haustoriid amphipods, syllids and other small polychaetes) and are not considered Oligozoic Biota."
BC,Biotic Group,6,Oyster Bed,534,"Soft-sediment areas dominated by oyster species that are not attached to a hard substrate and are not present in densities sufficient to construct substrate. These animals may be resting on the sediment surface, partially embedded in the sediment, or attached to conspecifics."
BC,Biotic Group,6,Oyster Reef,505,Areas dominated by the ridge- or mound-like structures formed by the colonization and growth of oysters that are attached (cemented) to a substrate of live and dead conspecifics. Oyster reefs provide excellent structural habitat as well as effective water filtration.
BC,Biotic Group,6,"Pelletized, Fluid Surface Layer",544,"Areas distinguished by a fluid, fecal-rich, pelletized surface layer, which is typically 5 - 15 millimeters thick (Rhoads and Young 1970). This layer is characteristic of deposit-feeding polychaetes, deposit-feeding clams, and/or other fauna. This layer is indicative of deposit feeders, but is not always present in deposit feeding communities, particularly when currents are sufficient to remove the layer."
BC,Biotic Group,6,Pennatulid Bed,537,"Subtidal soft-bottom habitats that are dominated by sea pens or sea pansies (Phylum Cnidaria, Order Pennatulacea). These are colonial octocorals with a central stem-like support attached to a root-like peduncle, adapted for life in soft sediments. An arrangement of suspension-feeding polyps in a single plane on two sides of the central stem (which is a specialized polyp) gives some sea pens the overall appearance of a feather or quill pen. The root-like peduncle is embedded in soft sediments, but the sea pen can move to a new area if conditions are unfavorable. Sea pansies are more compact and fleshier than sea pens. Pennatulids are often common in deeper waters."
BC,Biotic Class,4,Phytoplankton,387,"This class includes areas of floating or suspended microscopic algae that are capable of photosynthesis. Although some species are motile, they are generally passively transported by water movements. Under certain conditions, they can form aggregations, large blooms or colonies.<br/><br/>The spatial and temporal expressions of phytoplankton are described as three types in CMECS. (1) Aggregations are detectable concentrations of one or more species within a defined volume or area. Aggregations form when conditions are sufficient for growth of phytoplankton and are typically represented as mixed aggregations, but often with a single species or group predominating. (2) Blooms are defined as rapid growth and multiplication of single species to high density in an area of surface waters within a short period of time (days), often to the exclusion of other species. Blooms are often considered to be harmful to the ecology of the system and may represent an imbalance of conditions. (3) Phytoplankton maxima layers are expressed as defined layers of one or more species, often with one group predominating, that form at depth within the water column, whose thickness is small relative to its areal extent. Maxima layers generally occur in response to presence of optimal conditions, such as salinity and temperature or the supply of a limiting resource, such as nutrients, for growth along an interface."
BC,Biotic Setting,91,Planktonic Biota,384,"Planktonic Biota includes biota that drift, float, or remain suspended in the water column in aggregations that are big enough to be (a) detected by the human eye (or with mild magnification) or (b) sampled with a fine-plankton net. Planktonic biota are not regularly associated with the seafloor. Water parcels may be examined for plankton using a dipnet, a water sampler, a towed plankton net, imagery (including ""Plankton Cameras"" that are moved through the water), or other means. In all cases, plankton are assigned classifications based on perceived dominance by the observer (either based on mass or numbers, as specified by the user/observer). Because most plankton communities are mixes of many types of zooplankton and phytoplankton, practitioners should consider the widespread use of the Co-occurring Elements modifier (when non-dominant taxa are covered in other parts of the CMECS classification) or the Associated Taxa modifier (when non-dominant taxa do not constitute a CMECS classification unit)."
BC,Biotic Group,6,Plate Coral Reef,497,"Reefs dominated by plate corals that grow in a flattened plate, saucer-like, or thin sheet fashion—often in a terraced pattern. Plate corals (also known as laminar, leaf, or sheet corals) usually have thin, disc-shaped colonies with corallites growing only on one side. See Figure 8.6 for an example of a plate coral growth form."
BC,Biotic Group,6,Polychaete Aggregation,458,"Water parcels in which holoplanktonic polychaetes (distinctively segmented worms, generally with parapodia and setae modified into swimming appendages) are the dominant form of zooplankton."
BC,Biotic Subclass,5,Protozoan Holoplankton,406,"Water parcels in which single-celled protozoans are the perceived dominant feature. CMECS considers only the larger, visible protozoans that form tests or shells."
BC,Biotic Group,6,Pteropod Aggregation,453,"Water parcels in which pteropod mollusks (characterized by a reduced shell and an expansive, wing-like foot) are the dominant form of zooplankton. They are sufficiently abundant in some areas of the ocean that their dead shells form ooze after sinking to the seafloor."
BC,Biotic Group,6,Radiolarian Aggregation,456,Water parcels in which radiolarians (amoeboid protists living in an intricate silica test) aggregate and are the dominant form of zooplankton. Radiolarians are particularly abundant in equatorial regions of the oceans.
BC,Biotic Class,4,Reef Biota,390,"Areas dominated by reef-building fauna, including living corals, mollusks, polychaetes or glass sponges.<br/><br/>In order to be classified as Reef Biota, colonizing organisms must be judged to be sufficiently abundant to construct identifiable biogenic substrates. When not present in densities sufficient to construct reef substrate, the biota is classified in the Aquatic Vegetation Bed or Faunal Bed classes.<br/><br/>The Reef Biota Class refers to only the living component of reef structures. If referring to the reef structure, users should use the reef units in the Geoform Component. If referring to the composition of the reef substrate independent of the living cover, users should employ the Coral Substrate, Shell Substrate, or Worm Substrate Classes in the Substrate Component (SC)."
BC,Biotic Group,6,Sabellariid Reef,506,"Areas dominated by ridge- or mound-like features formed by the colonization and growth of living sabellariid worm species that have cemented sediment grains into complex structures. Certain types of sabellariid reefs most often occur parallel to an ocean shoreline in shallow water, but many are also found in deeper waters where current energy is high."
BC,Biotic Group,6,Salp Aggregation,451,"Water parcels in which salps (bag-like gelatinous filter-feeding tunicates) aggregate and are the dominant form of zooplankton. Many salps grow in a chain formation that can consist of 100 individuals or more, sometimes reaching 30 meters or greater in length, although much shorter chains are more common."
BC,Biotic Group,6,Saltwater Tidal Forest/Woodland,580,Tidal areas dominated by halophytic tree species that are greater than 6 meters tall.
BC,Biotic Group,6,Saltwater Tidal Scrub-Shrub,576,"Tidal areas dominated by halophytic shrubs or immature trees that are less than 6 meters tall. Vegetation is composed of halophytic species, chiefly shrubs and other herbaceous species. The vegetation is usually arranged in distinct zones of parallel patterns in response to gradients of tidal flooding frequency and duration, water chemistry, or other disturbances. The list of Biotic Communities for this group is long: a few examples are provided below, and the complete list is available in Appendix F."
BC,Biotic Group,6,Sand Dollar Bed,535,"Assemblages dominated by surface-dwelling, ""irregular"" echinoids of the Phylum Echinodermata and Order Clypeasteroida (e.g., sand dollars, sea biscuits). Sand dollars typically move on top of the sediment surface or burrow in the top few centimeters of sediment. Sand dollars are characterized by a flat body and short spines, to visually distinguish them from Burrowing Urchins and Soft Sediment Sea Urchins (see biotic groups below). Most sand dollars are deposit feeders; some are suspension feeders."
BC,Biotic Group,6,Scallop Bed,536,"Areas dominated by accumulations of scallops. Scallops have a series of small eyes and are mobile, clapping their shells together and pulsing through the water to escape predators such as starfish. Scallops may occur in high densities, but populations can be significantly affected by a number of factors, including larval recruitment, predation, and fishing pressure."
BC,Biotic Class,4,Scrub-Shrub Wetland,396,"Emergent wetland areas dominated by woody vegetation that is generally less than 6 meters tall. Characteristic species include true shrubs, young trees, and trees or shrubs that are small or stunted due to environmental conditions. Scrub-Shrub Wetland includes the shrub-dominated portions of high salt marshes—as well as stunted or low mangrove communities. This CMECS Class is equivalent to the Scrub-Shrub Wetland Class of FGDC-STD-004; however, the palustrine and non-tidal riverine portions of FGDC-STD-004 class are beyond the scope of CMECS."
BC,Biotic Group,6,Sea Urchin Bed,1225,"Sandy or muddy areas dominated by ""regular"" echinoids (e.g., sea urchins). These rounded urchins typically live on top of the sediment surface, and several species are well adapted to life on soft sediments, occurring in great numbers in certain locations."
BC,Biotic Group,6,Seagrass Bed,567,"Tidal aquatic vegetation beds dominated by any number of seagrass or eelgrass species, including <i>Cymocedea</i> sp., <i>Halodule</i> sp., <i>Thalassia</i> sp., <i>Halophilla</i> sp., <i>Vallisnera</i> sp., <i>Ruppia</i> sp., <i>Phyllospadix</i> sp., and <i>Zostera</i> sp. Seagrass beds (Figure 8.15) may occur in true marine salinities, and they may extend into the lower salinity zones of estuaries.<br/><br/>Seagrass beds are complex structural habitats that provide refuge and foraging opportunities for abundant and diverse faunal communities in shallow waters. Seagrass beds require a specific set of ecological conditions for success, and they are generally perceived as areas of high environmental quality.<br/><br/>The list of biotic communities for this group is long: a few examples are provided below, and the complete list is available in Appendix F."
BC,Biotic Group,6,Serpulid Reef,590,"Areas dominated by mound-like, bush-like, or patchy growths of living Serpulid worms that have secreted tubes of calcium carbonate to form complex aggregated structures. Serpulid worms can be distinguished from Sabellariid worms (see above) by the presence of a hard operculum that seals the hard, shell-like Serpulid tube. Living Serpulid reefs are extremely rare in U.S. coastal waters, but recently extinct Serpulid reef structures do occur, e.g., in certain Gulf of Mexico embayments. If no living Serpulid worms are present and the reef is extinct, it is classified in CMECS as Substrate (see Section 7.4.2). Living Serpulid reefs are, however, found in other parts of the world, and are considered valuable structure-forming habitat."
BC,Biotic Group,6,Sessile Gastropods,1215,"Hard substrate areas dominated by sessile (or mostly sessile) gastropods, often suspension feeders. Fauna in this biotic group may construct thick calcareous growths, but do not occur in abundance that is judged sufficient to construct a substrate; where these species are sufficiently abundant that they do construct substrate, they are classified in the Reef Class as Mollusk Reef (see above)."
BC,Biotic Subclass,5,Shallow/Mesophotic Coral Reef Biota,421,"Areas with ample light that are dominated by hermatypic (reef-building) hard corals or non-hermatypic reef colonizers.<br/><br/>The Shallow and Mesophotic Coral Reef Biota are largely based on the growth form of the dominant corals that (a) reflect differences in environmental conditions and (b) provide varied habitat circumstances (such as increased cover) for associated fish and invertebrate species. The same coral species can present different growth forms under different environmental circumstances. For example, <i>Acropora</i> sp. can have both branching and table growth forms, depending on the environment. To reflect the differences in the physical and biological environments, the same species may be used to define communities in more than one coral group."
BC,Biotic Group,6,Sheet Algal Bed,564,"Areas dominated by sheet (thallose) algae that form thin, undifferentiated, membranous sheets with no stipe or blades. Growth in these algae occurs in two directions. The sheets can be as thin as a single cell."
BC,Biotic Group,6,Siphonophore Aggregation,452,"Water parcels in which these jellyfish-like animals aggregate and are the dominant form of zooplankton. Siphonophores are colonies of many individual animals (polyps) that are each specialized for various roles (stinging tentacles, locomotion, and digestion) but appear and function as a single animal. Siphonophores are important predators on other zooplankton and small fishes. Most siphonophores are actively mobile, but the best-known siphonophore (the Portuguese man-of-war, <i>Physalia</i>) drifts with the wind using a gas-filled sac."
BC,Biotic Group,6,Small Surface-Burrowing Fauna,522,"Areas dominated by small, burrowing, often worm-like fauna with a body width usually < 2 millimeters; animals are typically found within 5 centimeters of the sediment-water interface. Common fauna include oligochetes, polychaetes, sipunculids, flatworms, nematodes, priapulids, small enteropneusts (acorn worms), and other phyla. Burrowing fauna other than worms may also be characteristic (e.g., small, surface-burrowing amphipods, mysids, copepods, or isopods). In many areas, surface fauna will be abundant, but individual animals generally associated with this group will be found living deeper than 5 centimeters; these areas are still classified as Small Surface-Burrowing Fauna."
BC,Biotic Group,6,Small Tube-Building Fauna,539,"Soft sediment areas dominated by tube-building annelids (e.g., spionids, sabellids), amphipods, small phoronids, or other small, surface-dwelling, tube-building fauna. These animals have a small tube width (< 2 millimeters), and the tubes often occur in dense mats. The animal itself may reside above or below the sediment surface within the constructed tube, which may be composed of a variety of materials (e.g., glued sediments, calcium carbonate, mucus, chitin, proteins)."
BC,Biotic Group,6,Soft Sediment Basket Stars,1283,"Sandy or muddy areas characterized by brushy, many-armed echinoderms known as basket stars. Basket stars and the more common brittle stars are members of the class Ophiuroidea, but the arms of basket stars bifurcate many times to form a large complex that is reminiscent of a basket. Basket stars are usually larger than brittle stars, and maintain an upright form, generally clinging to solid objects, conspecifics, or other fauna using their bifurcated arms. In some soft sediment locations, basket stars form large entangled aggregations consisting of many individuals and covering large areas. Most basket stars are suspension feeders, but some species are more omnivorous or predaceous."
BC,Biotic Group,6,Soft Sediment Brittle Stars,1221,"Fine substrate assemblages dominated by crawling, burrowing or infaunal brittle stars, which are a relatively mobile class of echinoderms. Brittle stars may be either epifaunal or infaunal depending on the species and/or environmental conditions. In some situations, the central disc and several arms will be buried, but the remaining arm or arms will protrude typically ~ 1 centimeter to ~ 3 centimeters into the water column, where they may be mistaken for worms."
BC,Biotic Group,6,Soft Sediment Bryozoans,523,"Areas dominated by bryozoans (small colonial filter-feeding animals with a calcareous skeleton) that may grow in complex branched structures, bushy shapes, or other forms). Bryozoans may be either embedded in fine substrates or resting, unattached, on the sediment surface."
BC,Biotic Group,6,Soft Sediment Crinoids,525,"Areas dominated by crinoid species that are not attached to a hard substrate. Stalked crinoids or ""sea lilies"" may fix themselves to the soft seafloor or may move along the bottom. These animals and the motile (but often stationary, see Barnes 1980) comatulid ""feather stars"" are common in the deep sea and in other areas. They may be resting on the sediment surface, or they may be partially embedded in the sediment. Both groups of crinoids (sea lilies and feather stars) are suspension-feeding echinoderms with many branched arms."
BC,Biotic Subclass,5,Soft Sediment Fauna,426,"Areas that are characterized by fine unconsolidated substrates (sand, mud) and that are dominated in percent cover or in estimated biomass by infauna, sessile epifauna, mobile epifauna, mobile fauna that create semi-permanent burrows as homes, or by structures or evidence associated with these fauna (e.g., tilefish burrows, lobster burrows). These animals may tunnel freely within the sediment or embed themselves wholly or partially in the sediment. In many cases, they will regularly leave their burrows, and may move rapidly or swim actively after doing so, but any animal that creates a semi-permanent home in the sediment can be classified as Soft Sediment Fauna. These animals may also move slowly over the sediment surface, but are not capable of moving outside of the boundaries of the classification unit within one day. Most of these fauna possess specialized organs for burrowing, digging, embedding, tube-building, anchoring, or locomotory activities in soft substrates. Biotic communities in the Soft Sediment Fauna subclass are identified with the term ""Bed"", to distinguish them from Attached Fauna biotic communities (which do not include the term ""Bed"").<br/><br/>Within Soft Sediment Fauna, the Biotic Group is identified as the biota making up the greatest percent cover or the greatest estimated biomass within the classified area. Biota present at lesser percent cover or estimated biomass values within the classified area may be identified as Co-occurring Elements (See Section 10.6.2) or (if not a CMECS Biotic Group) as Associated Taxa (See Section 10.3.1). Associated Taxa include rapid epifaunal predators such as crustaceans, fishes, and other nekton that are capable of leaving the boundaries of the classification unit within one day. Associated Taxa may be capable of digging into the sediment surface to feed or hide (e.g., portunid crabs) but do not construct a semi-permanent burrow as would define Soft Sediment Fauna. For practitioners who wish to better characterize Soft Sediment Fauna, the Community Successional Stage Modifier (Section 10.3.2, including Figure 10.1 and Table 10.3) is a helpful addition to classifying soft sediment fauna, and can be applied to almost every soft-sediment area. This modifier provides ecological and functional information, and adds an element of assessment."
BC,Biotic Group,6,Sponge Bed,1223,"Sandy or muddy areas of the seafloor that are dominated by sponges and their associated communities, but do not create substrate such that they would be considered Reef Biota. Hexactinellid ""glass sponges"" that are capable of forming reefs may be classified as a Sponge Bed when occurring on sand or mud in densities not deemed adequate to compose a reef. Many sponge species have developed holdfast organs that adapt them to life in soft sediments, and can provide excellent structural habitat for other creatures, including the many commensal organisms that typically inhabit the tissues of living sponges."
